Unnamed: 0,new_rating,decoded_emojis
24612,-1,اهو جيد بس تعمل سوق مب زين
24619,-1,مرحبا البرنامج حلو بس مو متوفر اغلب المناطق
24636,0,زيدو مطاعم
24700,0,لو يضيفون مطاعم اكثر
24702,-1,مو كل المطاعم جيده لو تعملوا تصفيه للمطاعم افضل
24741,-1,التطبيق كويس بس ياريت في طريقه اغير فيها الرقم تغير الرقم لايستجيب
24745,-1,إذا طلبت من طلبات يصير اغلى سعر من المطعم نفسه هذي مشكلة التطبيق
24765,0,نبي جسميز خصم raised hand
24823,-1,لا اعرف ويبدو جيدا لكن خائفة لا منعرفش نستعملو ههههه
24894,1,جميل راوعا
24895,-1,لازم احط الكبونات حقتي
24909,-1,منطقه نجران ما فيه
24923,-1,لو تخلون التوصيل يكون سريع جان صار يهبل
24934,-1,خيارات الاكل من المطاعم المفروض تتطور وتزيد لكن للأسف تنقص حتى سنابل السلام ما صار متوفر الطلب منه في التطبيق
24956,-1,بعض المطاعم يسهجنا مايعبرونا
24973,0,سوا خدمة المواقع ف الخريطه على سلطنة عمان
25000,0,نيننيني
25019,-1,يوجد تاخير في توصيل الطلبات
25022,1,اتمنى اضافة مطاعم جديده و صحيه
25042,1,انة جيد
25061,-1,كويس بس هارديز ابو كلب و يتأخر لحد الحين ما جاء ليش كذا
25073,1,اتمنى التوسع اكثر في في جميع مناطق المملكة
25075,-1,ماشي مراقبة للمطاعم...أمس طلبت وسحبوا على... وانا انتظر لحد س2،،، لأن البعض يتصل لما يجهز الطلب... عشان كذا انتظرت وانا طالب من س11،،، ما في عقوبات لهم.. أقل شي انذارهم انكم بتخرجوهم من الابلكيشن
25094,0,حطو مطعم شاورمر
25099,-1,الخدمة جيدة لكن يتأخر الطلب وإضافي. 500 و كذالك ليس المنيو كاملا في المطعم هذا ليس جيد ابدا
25100,-1,البرنامج يمشي الحال يحتاج الئ اضافة اغلب المطاعم لانه الخيارات ليست كثيره
25103,-1,كل شي عجبني في الرنامج ماعده صور الاكلات ماتطلع في بعض المطاعم
25124,-1,تاخير في الطلب
25130,-1,الطلب يتأخر ونتمنى وضع خريطة تمكننا من متابعة الطلب مع السائق
25158,-1,هوو حلوو ماقلناشيي بس المشكلهه الكبرى ان مالقيت المكان الي انا ساكنه فيهه
25176,0,الرجاء إضافة المزيد من المطاعم في هذا البرنامج و إضافة ميزة البحث عبر GPS
25187,-1,مافي ماك
25212,-1,اجاني بدون مشروب غازي وبدون بطاطس وتأخر بالتوصيل
25233,-1,مازال بطيئاً اقصد التطبيق ياخذ وقتك يحتاج لسرعة التنفيذ والتغيير وايضا الاسعار عاليه
25259,-1,انا عندي مطاعم كثيره بل منطقه والي موجوده قليل مراااه وماك دونالدز ليه مو موجود
25290,-1,يحتاج الى تطوير بوضع صور الاكلات بجانب كل طلب .. يحتاج الى التوسع في اضافة مطاعم كثيرة للتطبيق
25315,1,اللهم صل وسلم على نبينا محمد وعلى آله وصحبه وسلم تسليما كثيرا
25320,-1,تاااااااااأخييييييييييييييير
25324,0,كنت اتمنى ان يكون هناك زر لألغاء الطلب وحذف الطلب اذا تمت اعادته
25345,-1,جيد لكن الطلبات تتاخر مطعم جنبي وا اقدر اطلع ويتاخر ساعتين ليش مو اول مره ولا ثاني مره والمشكله ان يوم الغي الطلب يزعل
25356,-1,غالي واقل شيء للطلب 30 ريال وما تقدر تلغي الطلب
25376,-1,المطاعم محدودة وأغلبها تطالب بقيمة أعلى للشراء من أجل تفعيل خدمة التوصيل
25406,0,لم اجربه بعد جربو و كولولي
25428,-1,الطعام لا يوصل سرعة
25435,-1,قيمة التوصيل فيه مبالغ فيها...
25445,1,موقع جيد ونرجو منكم الاهتمام اكثر واكثر
25453,0,ترا تقدروا تكلموا مؤسس طلبات برساله baby angel
25459,-1,وقت التوصيل طويل
25503,-1,برنامج جميل نوعا ما لكن لو تنزلون من الحد الادنى لان بعض الناس وانا منهم ابغا اطلب طلب فردي .
25546,-1,برنامج جيد لكن به اخطاء قليله وايضا يحتاج الى تطوير كتحديد الموقع من على الخرائط
25547,-1,أنا أحب أن أطلب من باستا اكسبرس ولاكن يتاخرون كثيرا
25551,1,التطبيق فكرته جيده بس اولا إضافة قيمة التوصيل مع انها المفروض خدمة ثانيا قسم الشكاوي والرد أقل من مستوي وكأنهم لا يعنيهم سمعت الشركة ولا يتصرفون بشكل يرضي الزبون ومع المطعم علي الزبون ثالثا المطاعم أو الشركات الي مستواها واطي موجوده كأنكم تكافؤنها علي مستواها
25555,1,اهوة جيد بس التوصيل لو تقل يكون حلو وشكرا
25561,-1,ليس بجداره
25566,-1,أغلب المطاعم جيدة ولكن حبذا لو يلغون محل تمرية من قائمة طلبات لأنه مضيعة لوقت المشتري ولا يوجد تقدير له في الاعتذار أو التعويض عن الوقت المهدر في انتظار الطلب.. اعطيتهم ثلاثة فرص من أحياء مختلفة ولكن للأسف سوء التعامل واحد !!
25574,1,انشالله يطلع حلو اول مره اجربو
25580,-1,جيد ولاكن تحديد قيمة الطلب مبالغ بها بالنسبة لجودة بعض المطاعم
25586,-1,ليش اغلب المطاعم تفرض مبلغ للتوصيل احيانا يتجاوز 5 ريال او سعر رمزي
25591,1,جميل يستحق التحميل
25594,-1,لو كان فيه شكاوى ويحجب المطعم غير متعاون
25634,-1,فيه محافظات تابعه ل تبوك مهي موجوده مثل حقل
25651,-1,يحتاج لإضافة العديد من المطاعم وشكرا
25665,-1,المطاعم اللي موفرينها قليل بمدينتي مدينة عنيزة مافيه الا ست مطاعم اما هنقرستيشن بعنيزه موفرين عشرين مطعم مع ان اللي محملين تطبيقكم مليون شخص اما في هنقرستيشن فقط خمسمئه الف لكنهم مجتهدين اكثر منكم
25690,-1,وين خانة جديد ماشفناها
25714,-1,مافي دقه بالتوصيل ولا في احد يرد بسرعه على المحادثه المباشره وشكرا
25719,-1,مشكله لازم ٣ ريال
25726,-1,انا بصرحه ماعجبني بس قلت حرم بسلكلهم واعطيتم 3نجمات والمفروض 1وعدها متستهل نجمه بس علشاني حملته حطيت 3 نجمات
25729,1,البرنامج جيد جدا
25742,-1,كل شيء ممتاز بس الاكل براد مو فريش
25758,-1,جيد الى حد ما .... يتم التلاعب وتغيير بل والغاء بعض الطلبات احيانا وتواصل الادارة سيء للغاية
25784,-1,كودو الحد الادنى للطلب ٣٠ ليه ياخي
25806,1,thumbs up ممتاز فنانة
25833,1,أتمنى لكم التقدم
25851,-1,البرنمج خرا ميخليني ادخ البرمج الثني لحد يحمل
25852,-1,منيوات المطاعم مو كامله
25865,0,لو تضاف فيه GPS يكون أسهل وصول الطلب
25880,-1,مشكلة صغير وايد يتاخر الطلب
25915,0,لو يخلون الطلب حده دنارين بدال الخمسة
25925,-1,التطبيق مفيد وجميل لكن المشكلة في الحد الادنى ياليت تلغوة لان احيان اكون لوحدي ابي اشتري شي بسيط ع قد ميزانيتي اظطر اكثر الكميه ويزيد المبلغ عشان اكمل الطلب face with steam from nose
25929,-1,غير ساريع
25959,-1,جيد بس تاخير مو طبيعي في الطلبات .. وحكاية رن وقفل صراحه مررره ماهي بحلوه
25967,-1,و لاكن نريده بسرعه
25997,1,يعني ممتاز
26004,1,برنامج رائع انصحه بتحميله
26007,1,الطلب يأتي متأخرا و لكن المطعم جميل و اكله رائع بعض الأحيان يأتي الطلب باردا أو خطأ و لكن انا احببته
26015,-1,الحد الادني وارتفاع التوصيل
26020,-1,ممتاز لكن يطول
26033,-1,برنامج كشخه فقط لكن اذا جاك الطلب غير تماماً عن الي طلبته دايم الطلبيه ناقصه ولا مبدل فيها حتى الشكل يختلف عن الواقع !!!!!
26050,-1,حلوا بس ما فيه رنية لو سمحتوا حطوها
26057,1,جيد.......
26062,-1,لايوجد فيه جميع المطاعم
26065,-1,حنشل
26080,-1,لأن يعلق على جوالي hushed face
26098,-1,لايغطي الاحساء كامله ورسوم التوصيل عالية والحد الادنى لتوصيل المطاعم غالي
26109,1,تطبيق جيد ولكن يحتاج بعض التعديلات والاستفادة من محاسن التطبيقات الاخرى
26110,-1,انا نفسي اجرب التطبيق بس المشكلة إنو الاردن غير متاحة لو تدخلو الاردن بالبرنامج يصير رائع!
26126,1,أنا طلبت من البرنامج ودق عليه عشان اوصفلهم الموقع وكان اخلاقه ماهي كويسه وجونا بعد نص ساعه تاخرو بس الطعم لذيذ اقيم البرنامج بس 3نجوم بس
26150,-1,أقل سعر للطلب في بعض المطاعم مرتفع ،، لا توجد جميع المطاعم القريبة
26157,-1,الزلفي مو موجود
26159,-1,صراحة بعض المطاعم ما تجي على الوقت تتأخر مراا
26169,0,محافظه من محافظات المدينه المنوره
26174,-1,اوكي لاكن متأخر
26221,1,خدمه جيد مأخذ وحيد تاخير وصول طلبات
26237,1,رائع جدا و لكن به عيب ألا وهو أنه يحصرني على مطاعم معينه فقط و هي اللتي تكون قريبة من موقعي فقط في حين أني أرغب بالطلب من مطاعم اخرا ليست موجودة قريبة مني أيضا أضف الى ذلك الحد الأدنى ( الحد الأدنى في بعض المطاعم كبير جدا لشخص يطلب لنفسه فقط ) ، أرجو منكم حل هذه المشاكل التي سبق ذكرها ، ولكم جزيل الشكر .
26247,-1,في تأخير في توصيل الطلب و بعض الأحيان يكون بارد
26265,-1,والله حرام عليكم ليش تنزيل البرنامج يتطلب حذف بعض التطبيقات أنا مسحت اربع تطبيقات عشان ينزل
26271,-1,تتتتتتت رائع فيه تأخير
26328,-1,أنا سعودي بس عمي في العراق علوا يجون من المطار الهم و هم يشوهة بس ليش رايحين لهناك كلهم يهود
26331,-1,يحتاج الى زيادة في المطاعم
26351,1,جيد وارجو اضافة المزيد من المطاعم خاصة الشعبية
26352,-1,جيدجدا انصح فيه للمدن الرئيسية فقط أما المدن الاقليميه مثال أبها المطاعم قليلة جدا في التطبيق .
26368,1,المطعم مقبول الى جيد
26375,-1,التوصيل بارد والتأخير نوعا ما
26397,1,بعطيكم خمسة نجوم بس حطو ماكونالدز والبيك في الحمدانية
26400,-1,عدم الدقة في توقيت توصيل الطلب
26417,-1,لما اطلب وجبات من نوع واحد يعطيني خيار نوع مشروب لجميع الوجبات احتاج بعض الاحيان تغيير المشروب
26442,0,جده
26446,-1,التشديد على أصحاب المطاعم
26449,1,كويس flexed biceps
26453,-1,قلة المطاعم الموجودة إضافة ماكدونالدز كنتاكي thumbs up
26468,-1,لكن احيانا يكون الحد الادنى للطلب جدا كثير لشخص واحد .. غير كذا اللي ما اعجبني فيهم عدم تحمل المسؤوليه جاني طلب غلط وادق عالسايق علشان يرجع يغير لي الطلب يقول لي مالي شغل هذا طلب ووصلته !! كلمتهم بالدردشه اللي يطلع من المحادثه واللي مايرد اصلا محد رد علي لين دقيت عالمطعم نفسه وطلع اللي طلبته مو موجود وحط لي طلب من كيفه ؟!! ومره جاني كوكيز محروق عالاخر !! المره الجايه ماراح ادفع لين اتاكد من الطلب .. والي يقول الطلب يوصل متاخر خلاص اطلب قبل بساعتين وخلصنا بالنسبه لي التوقيت ممتاز
26473,-1,انتبهوا على مواعيد المطاعم احيانا تحطون ان المطعم مفتوح واهو مغلق وصارت معاي هالحركه
26492,-1,لما اسجل واحط الكنت مايشتغل ليش البرنامج معلق
26558,1,جيدة الخدمه
26566,-1,لو كان كل المطاعم فيه حقت الحي كان افضل واحسن
26569,0,التوصيل مجانا او بفلوس +بكم؟؟؟
26571,-1,التطبيق ممتاز لكن رجاء اضافة خدمة تحديد العنوان تلقائيا عن طريق الموقع في الجوال
26593,-1,المشكله في تاخير الطلب
26611,1,الخدمة اتحسنت كثير عن أول الحمدلله يعني بالنسبة للمنطقة اللي انا فيها سار يجي قبل الوقت المحدد لكن المشكلة انه المطاعم جدا محدوده ما عندي خيارات كثيره
26620,-1,احيانا يجي على وقت واحيانا ياخذ له 3ساعات ماجاء
26631,-1,المطاعم قليلة و دايما مقفلة
26663,-1,انا طلبت طلب victory hand و قال لي بعد نص ساعه!!!! والحين له 3 اسابيع cat face او 4 اسابيع ewe او اسبوعين victory hand او مدري كم face with tears of joy المهم تطبيق شوي حلو cow حطيت له 3 نجوم ewe
26676,-1,لا يوجد مطاعم الزينة
26698,-1,لازم يكون تواجد جميع المطاعم وموقعها وليس تحديد المنطقة فقط
26705,-1,ممتاز ولكن المطاعم قليلة جدا في منطقة بريدة نرجو زيادتها
26721,0,التاكد من المطاعم للتوصيل
26736,-1,جيد ولكن بعض الأوقات تأكد الطلب ويسحبون عليك محد يتصل
26738,-1,يتاخرو شوية
26746,-1,المشكله الوحده مافي ماك
26752,-1,بعض الاحيان الطلب ما يوصل
26753,0,أتمنى تزويد عدد المطاعم في المنطقه الجنوبية
26798,1,مرا مريح لي بس ياليت متاح مطاعم أكثر
26809,-1,ليش في مكه مافي حي العمره ومافيه مطاعم كلها مغلقه worried face
26813,1,جميل جدا ممتاز clapping hands clapping hands
26825,-1,قمتم بإلغاء خاصية تتبع الطلب
26834,0,مزاجي
26849,0,المفروض اول مانطلب يدق علينا المطعم يأكد الطلب
26891,0,يفترض الاكتفاء باسم المنطقة عند البحث عن مطعم وتحديد الحي بعد الطلب للتوصيل
26897,-1,كويس لكن ليش مافي ماك
26898,-1,كيف ممكن ان استخدم البرنامج بعد التحديث !!؟ارجوا الرد بسرعه
26900,-1,مرات الاكل يتاخر و مرات ما يتاخر upside-down face
26915,1,التطبيق جيد ويسهل لنا الكثير ولكن اتمنى النظر في موضوع بعض المطاعم التي مشغول بشكل دائم !!! وبعض المطاعم احيانا متاح واحيانا مغلق في النهار و الليل !!! وبخصوص اللغه على مايبدو لغتنا عربيه ف يفضل الزام المطاعم بترجمه وايضا الزامهم ب وضع صور توضح نوع الطعام اللذي يقدم ... اتوقع الكل مؤيد لماطرح فى الاعلى .... شكرا جزيلا
26922,-1,المشكله انه بيجبرك تاخذ بدل شيء واحد 2 في حد طلب الادنى وتاني شيء مش بينزلو كل عروض الي موجوده في المطاعم ييجبرني اشتري واجبتين بدل واجبه في عروض بتنزل في المطاعم مش موجوده بالبرنامج ومش كل مطاعم متوفره في برنامج مثل بيتزا هت وماك دونالز وفي مطاعم اطلب منهم طلب يتصلو عليه يقولي تعالي انتي خدي طلب مره طلبت من مطعم وكلمني تعالي انتى خذي طلب لقيتو حسبين مع طلب التوصيل صارت مشكله وكنسلت طلب ديه معضم المشاكل
26941,-1,بعض صور ووصف الاطباق مو موجوده
26954,-1,لكن يوجد تاخير في ارجاع المبلغ عبر رصيد طلبات انصح به
26956,1,يتيح لك العديد من الخيرات
26988,0,كتابة وصف و مكونات بالتفصيل تحت كل وجبة
26999,-1,بس التوصيل ياخذ وقت كثير
27003,-1,لكن لماذا لا يستخدم الGPS فبعض العمال سيئون
27012,-1,حلو و ممتاز لانه سيهل عمليه الطلب و لكن للأسف اخر تحديث مو حلو لانه مو مراضي يطلب من تلفوني وبس اتمنا تسون هالمشكله لانه كل ماابي يطلب يقولي لازم الرقم بدايته 9 او 5 او 6 و انا بدايت رقمي 9 اتمنا تسوون هالمشكله بأقرب وقت
27024,-1,توجدبعض السلبيات
27029,1,جيد واتمنى يتحسن اكثر
27037,0,انا مغربيه مقيمه بعمان ممكن تفسير لهذا البرنامج
27054,-1,بس يجيبون اليوجرت على كيف أمهم بالنكها والاضافات
27072,0,شيمم
27090,-1,البرنامج جميل جدا ولكن فيه سلبيات اليوم طلبت من احد المطاعم ساعه ونص لين وصلت الطلبيه الشي ثاني السائق جنني لا يفهم عربي ولا انجليزي وصل الاكل بارد والسندويتشات بارده طبعا لحم ودجاج وشيبس رميتهن بالزباله باردات وبدون طعم ارجوا النظر في موضوع التوصيل حطوا نظام ارسال موقع الزبون مع طلبه بتوفر الوقت والجهد والرصيد للسائق وللزبون ولتفادي اخطاء كبيره ولسرعة التوصيل وضمان وصول الطعام حار وطازج ارجوووووووووا النظر في هالموضوع وبسرعه وشكرا وارجوا ان تعوضوني عن الوجبه الي رميتها face with tears of joy face with tears of joy face with tears of joy
27097,1,برنامج جيد وسريع في ارسال الطلب لكن اتمنى يتم ربطه باللوكيشن حتى يسهل الوصف
27100,-1,في مشكلة الموقع الذي ساكن مو موجود في البرنامج موقعي جازان بيش
27113,-1,ليش ماتشتغل عندي
27129,0,طيب انا حمتله وإذا جيت ابي اطلب اطلع من البرنامج
27134,-1,التقييم ممتاز لكن يعيبه عدم استخدام السائقين للوصف المسجل وكذلك قله المطاعم المشاركه فيه.
27142,0,انا لسه ما ستعملته بس بشوف وا بيقول الحقيقه
27143,-1,تطبيق ينقصه مطعام اخرى ليست بالقائمة
27147,-1,تطبيق ممتاز ولكن في السعوديه يعتبر سيئ جدا لقلة المطاعم والعروض ومدة التوصيل أما باقي دول الخليج ممتاز جدا
27171,-1,جيد ولكن يتأخر الطلب لساعه ونصف
27186,-1,مشكلته الوحيده ان مدة التوصيل متأخرة جدا تصل الى ساعة
27210,-1,صراحه يحتاج تحديد الموقع عشان ما يرجعون يتصلون علينا expressionless face neutral face expressionless face enraged face
27223,-1,هوا حلو بس يوجد مشكله وهيا تأخير الطلب ويجي بارد
27225,-1,لاتوجد مطاعم كثيره
27240,-1,المنيو بدون صور او شرح للمكونات
27246,-1,اتمنى لو اقدر احدد وابحث عن المطعم اللي اباه ..بدون ما يكون ضروري اني احدد المنطقة ف المدينة اول شي .. يعني يكفي تحديد المدينة وعلى حسب كل مطعم يحدد شو المناطق اللي يقدر يوصل لها.. لان شي مزعج احدد كل منطقة واشوف شو المتوفر فيها من المطاعم
27249,1,الى الان تمام سرعة في التوصيل
27251,-1,للاسف الاكل يجي بارد
27256,1,افضل من اول
27262,1,جيد .لازم يستخدم السائق خدمة gps
27277,-1,بعض الطلبات تتأخر عن المعتاد يعني لو أدق عليهم يوصل أسرع
27286,0,نجوم
27307,-1,اتمنى يردون بسرعة بالمحادثة ما اتنطع وبالاخير اتملل واطلع ويتواصلون من العملاء في حال الطلب متأخر
27324,-1,مشولابد المنطقه اللي انا فيها ما فيها مطاعم. الرجاء توفير مطاعم اكثر
27345,-1,خدمه التوصيل ممله مره تطول
27356,1,ليه مايتعرفون ع اماكن اكثر جنوب المملكه في مدينه اسمها القنفذه فيها مطاعم معروفه كثير كنتاكي الطازج ماكدونالدز كودو ليتل سيزر بيتزاهت و دومينوز بيتزا كثير مرره كمان مناطق الجنوب متراميه ف شي حلو لو وصلوه عندنا
27367,-1,برنامج جميل ولكن يحتاج لإضافة خاصيه gpsبحيث يكون لطلب رقم السايق يحطه بالجي بي سي يوصله لعنوان بدون مشاكل وثانيه اي ملاحظات اكتبها لإضافة على طلب لا تقرأ ولا تضاف فهذا شي رجاء إضافته مع خاصيه متابعه الطلب يعني متابعه العميل مع طلب ولكن بشكل عام شكرا على تطبيق الجيد
27374,-1,البرنامج رائع ولاكن يحتاج متابعه للطلب
27376,-1,تاخير الطلبات عن الوقت المحدد من بعض المطاعم وعذرهم تاخر استلام الطلب من برنامج طلبات يعني افضل الاتصال اسرع
27386,-1,جيد ولكن بعض الاحيان يوصل الطلب بارد و بعض المطاعم الاسعار غاليه جدا عن كمية الطلب ويتأخر احيانا smiling face with smiling eyes
27389,-1,بعد التحديث سيء جدا ما يكتبون عدد القطع او تفاصيل الوجبات
27392,-1,بعض المرات يتاخرون وبعدين وادق عليهم ويقولون لي انت كنسلت الطلب وانا ماكنسلت ولا شي وطلب صار له 4 ساعات ! وفي مطعم وصل لي الطلب غلط
27401,-1,لكن انتظر 10 دقايق ع بال الوصف قال انتظرت 30 دقيقه ويهايط
27414,-1,أصبحت الخدمة بطيئة ولا بعض المطاعم تتأخر بالطلبات ولا يوجد محاسبة من قبل الموقع لهم thumbs down
27424,-1,جيد ولكنهم يتاخرو بتوصيل الطلب لاكتر من ساعة
27427,0,اتمنى تزويد البرنامج بخاصية الجي بي اس لسهولة التوصيل
27437,0,ياريت كل المطاعم موجوده
27445,-1,اولهم اطلب واكتب العنوان يرسلون الطلب لمطعم ابعد مني وبعدين يعتذر المطعم عن التوصيل بعد ساعتين واحيانا مايدقون نهائي يكنسلون الطلب من راسهم انا احب البرنامج بس ياليت تعدلونه
27447,0,في التحديث الجاي لازم تحطون مدينة نجران
27449,1,زيدوا من المطاعم ..نزود لكم النجوم
27486,-1,امس بنتي طلبت من هارديز وجبتين وصلو وحده والثانيه بعدهه بنصف ساعه
27503,-1,بعض الوجبات في المطاعم ليست متوفر
27512,-1,كويس التطبيق..يفك ازمات عيبو احيانا يعلق والعيب التاني انو المفروض يستخدمو الgps بالتطبيق، ما يحتاج يسالو عن العنوان السواقين كل مره
27519,-1,يحتاج الكثير من التعديل
27520,1,كويس يوصلون بسرعه
27527,-1,ماشي حاله لكن احيانا يرفع ضغط
27595,-1,عطيته 3 لأن التوصيل مرتفع و لأن مايوصلون على الوقت المحدد
27598,-1,3 من 5 بسبب المطاعم المشهوره دائما مشغوله ولا يمكنني أن أطلب
27619,-1,جيد بس مو جامع كل المطاعم بعضها مو موجود smiling face with smiling eyes
27632,-1,وصل الطلب متأخر في بعض الاحيان
27633,-1,جيد ولكن محتاج متابعه واهتمام مع بعض المطاعم
27665,-1,تحديثات البرنامج بطيء و في أغلب الأحيان لا يمكن الطلب
27673,0,أتمنى ان يتم إضافة تحديد المواقع تلقائيا مع اسم الحي والشارع أثناء الرغبة في الطلب. .. حيث بعض الأحيان اكون زائر لمدينة ما لمدة يوم أو يومين ولا أعرف اسم الحي او الشارع.
27683,-1,لايوجد كل المطاعم الموجودة في الشارع الخاص فيني
27696,-1,التطبيق حلو بس أن الموضفين ما يعرفو الطرق grimacing face
27702,-1,الموقع ممتاز ولاكن بعض المطاعم لم يلتزموا بالخدمة
27717,0,عادي مو مره
27733,1,والله عجيب
27734,-1,بس احيانا يتأخر
27748,1,لاباس توه جديد علي بس انا اغلب طلبات المطاعم من هالتطبيق
27755,-1,بعض الاحيان نطلب من المطعم يرجع يدق يقول لي مافي توصيل و مرات عاادي يوصل
27765,0,شهد رعه
27776,-1,في الطلب لانه بطيى مررره وغاالي يعني لو اروح انا للمطعم وفرت فلوس واسرع كمان
27786,1,هذا البرنامج واو
27793,-1,بعض المطاعم تضع اوقات توصيل وهميه حيث انها في التطبيق تكون مستعده للتوصيل .. و هي مغلقه بالاصل
27796,-1,عدد المطاعم قليل جدا اللي توصل لحينا في المدينة
27833,0,عند
27859,-1,مو ممتاز لأن ما فيه كل المطاعم
27863,-1,انا من سكاكا لاكن من صوير وماتطلعلي مدينتي ليش كذا هو حلو البرنامج بس الي قلته شي يقهر
27864,1,جيد لا باس
27870,-1,جيد لاكن متعب في التوصيل
27872,-1,مشكلته تحديد السعر وهي مالها لازم
27874,-1,البرنامج معلق ارجوا منكم اصلاحة
27912,1,من اجمل برامج التوصيل
27913,-1,حلو بس ما في مدينة عرعر السعودية ارجوكم حطو عرعر بليز
27924,-1,اعفبب
27943,-1,مو حلوو أنا أبيه يوصل بيتنا يعني اضيفوو بيشه الرقيطاا
27946,-1,لا يوجد تحديد مواقع بالGPS
27954,-1,البرنامج جدا رائع بس فيه مشكلة مثلا انا بطلب من كنتاكي ابي مايتي زنجر لكن ابيها سندويش (بدون بطاطس و مشروب) ما يمديني هنا انا اك ن مجبور اخذ وجبة ولو تقدرون تعدلون المشكلة يكون افضل crying cat
27961,0,اقتراح إضافة خدمةGPS إرسال الموقع
27969,-1,يتم التاخير في الطلبات وايضا يتم الغاء الطلب من دون الرجوع للعميل
27990,-1,جيد و لكن لا يعمل البرنامج احيانا ارجو إيجاد حل بأسرع وقت ممكن
27993,0,اتمنه من عندكم انو تضيفون العراق مع بقيه الدول
28002,1,موقع طلبات عجييييب
28005,0,اسكان الحرس
28009,-1,بعض المطاعم مبالغ سرها كذلك لايوجد تشكيل مطاعم
28018,-1,مريح بحيث مايكون فيه خطا بالطلب بس بطئ بالتوصيل expressionless face broken heart
28024,1,قصي ابو حاتم
28035,1,الموقع بالشكل القديم اكثر سهوله و الوصول إلى القوائم الداخليه للمطعم والرجاء اتباع قوانين وزارة التجاره مثلا بيتزا هت موجود بالمنطقه و التوصيل 500 فلس و المفروض اقل على حسب الجدول و القرارات الإدارية المصرح فيها . بشكل عام جيد و الله يوفقكم
28047,0,حفرالباطن
28059,-1,جيد لكن يعيبه انه احدد موقعي باللوكيشن وكل مره يتصلون ياخذون الوصف من نفس المطعم
28090,-1,جميل جدن لكن بيتن بعيد جداااا crying cat
28099,-1,تاخير في توصيل الطلبات
28103,-1,تاخير بارسال الطلبات للمطاعم
28110,1,جيد يفك أزمة
28130,-1,أحيانا يتأخر الطلب عن الوقت المحدد
28138,-1,البرنامج فيه مطاعم واجد لاكن عيبه البرمجه يا ليتها تكون مثل هلو فود
28141,-1,البرنامج صار اسوا بهد التحديث
28174,-1,عيبه انه يبالغ بسعر ويتاخر
28182,-1,بس المشكله بتأخير الطلب ..
28185,0,دوحه
28186,-1,نقص تحديد الجيب اس
28231,0,ياريت تضيفون مطاعم اكثر في منطقة تبوك
28239,-1,التطبيق الجديد معقد
28245,1,OK_hand fire
28289,-1,والله البرنامج ممتاز ولاكن تلاعب بعض المحلات في التوصيل وتأخير الطلب وكذالك الطلب في أكثر الأحيان يصل بارد وهذا الي مخلي البرنامج مو ناجح لدرجه كبيره وكذالك في بعض المطاعم المهم مو داخله مع البرنامج وشروط المطاعم في الحد الأدنى يحتاج إلى مراجعه
28296,0,ضيفوا احياء اخرى ومطاعم اكثر في حائل
28350,-1,التحديث الجديد سريع وسلس اكثر من قبل بس المشكله ان اسامي الوجبات ماتطلع ولا صورها فاستخدامه شبه مستحيل.. ارجو اصلاح الخلل.. وشكرا
28375,1,جيد بالتوفيق
28394,-1,فيه مشاكل يبغالها تعديل المشكله انه صار اكثر من ابديت ولا عدلوها thumbs down
28410,-1,لو كان بدون الجارج بعد افضل احس ماله داعي ياخذون جارج بعد
28413,0,طيب stc يقولون كل ٥ نقاط خصم ℅٣٠ با المية
28418,0,طه الحتحوتي
28426,-1,انا من جازان مايوصل لجميع محافضاتها
28452,1,ما اعرف إن هاذا التطبيق زين
28472,0,اتمنى اضافة مدينة القنفذه
28477,-1,الطلب قام يجي متأخر
28485,0,الطريق الي بقترحة لو تسوونها بتفك ازمه تفضيفون مع كل طلب اللوكيشن يعني ارسله الموقع حقي احسن من اوصفله
28488,1,جيد ...
28507,-1,ليه م تضيفون محافظة القنفذة
28559,-1,ليه م تضيفون محافظة القنفذة؟
28565,-1,ليش ما يجد مدينة العراق ارجو الجواب
28567,-1,المحادثه المباشره مافي عربي اول تكلمك موضفه اسمه هند عربي وبعدين اذا طلبت شي ترجع تتكلم انجليزي ارجو الحل وشكر
28576,0,التطبيق مخصص اكثر للبنات اللي مايفدرن يطلعن من بيوتهن والمعافين خاصه
28583,0,التطبيق بالفيزا
28597,-1,ما في منطقة وحدة ارجو اضافتها اسمها(رحمانية ف الشارجة)
28612,1,كويس ولله
28625,-1,اسعار فوق مرة
28626,-1,والله برفحاء يكثر المطاعم وحاطين بس 2 هو صح سريع وكذا بس يعني بس نطلب من مطعمين وانا مو راضيه عن هاذا التطبيق الرجاء إصلاح المشكله
28677,1,طلبت لى اخواتى حلو وبسرعه يوصل الطلب روعه loudly crying face smiling cat with heart-eyes
28686,0,بس...
28719,0,ؤتؤترعىعع عت ت ت تاىغ تت ت ع ت عىعىعرى
28720,1,جزيلا
28749,-1,جميل لاكن في عيب زيادة سعر ليش اتمنى رد
28751,1,البرنامج مايحتوي الا مطعمين خاصه بالسعوديه لكن بالكويت مررررة حلوو وش السبب ؟
28819,-1,تطبيق رووووووعه وماابالغ بس فيه مشكلتين الاولى هي الاكل يوصل بارد الثانيه يتأخر في التوصيل
28830,-1,يعني هو الفراق بين الطلب حقيقي و الفراق بين الطلب بهذا انا عيبني بس ما اعرف كيف يستخدمونا
28846,-1,بصراحة البرنامج حلو بس المشكلة يجي متأخر
